file,symbol_hint,cum_return,sharpe,max_drawdown,volatility,avg_bar_return,bars_per_year,bars,trades
ETHUSDT:USDT_1m_180d.csv,ETHUSDT:USDT,0.6760820351785006,3.98942221409971,-0.0977395278092138,0.27174139256211416,1.0312891438143914e-05,105120.0,51842.0,68.0
XRPUSDT:USDT_1m_180d.csv,XRPUSDT:USDT,0.1518612494191287,1.1426832622165515,-0.14961265106351607,0.28688370361733684,3.118504626391027e-06,105120.0,51843.0,60.0
